hybrid,parentB
SPGP0C02530,XP_018220621
SPGP0C02500,XP_018220618
SPGP0C02490,XP_018220617
SPGP0C02470,XP_018220615
SPGP0C02450,XP_018220613
SPGP0C02440,XP_018220612
SPGP0C02410,XP_018220609
SPGP0C02370,XP_018220605
SPGP0C02340,XP_018220602
SPGP0C02310,XP_018220599
SPGP0C02300,XP_018220598
SPGP0C02290,XP_018220597
SPGP0C02260,XP_018220594
SPGP0C02240,XP_018220592
SPGP0C02210,XP_018220589
SPGP0C02190,XP_018220587
SPGP0C02180,XP_018220586
SPGP0C02170,XP_018220585
SPGP0C00110,XP_018220382
SPGP0C00200,XP_018220390
SPGP0C00240,XP_018220394
SPGP0C00260,XP_018220395
SPGP0C00270,XP_018220396
SPGP0C00290,XP_018220398
SPGP0C00300,XP_018220399
SPGP0C00350,XP_018220403
SPGP0C00370,XP_018220405
SPGP0C00380,XP_018220406
SPGP0C00390,XP_018220407
SPGP0C00420,XP_018220410
SPGP0C00430,XP_018220412
SPGP0C00440,XP_018220413
SPGP0C00470,XP_018220415
SPGP0C00480,XP_018220416
SPGP0C00490,XP_018220417
SPGP0C00510,XP_018220419
SPGP0C00530,XP_018220421
SPGP0C00550,XP_018220423
SPGP0C00560,XP_018220424
SPGP0C00580,XP_018220426
SPGP0C00600,XP_018220428
SPGP0C00610,XP_018220429
SPGP0C00620,XP_018220430
SPGP0C00650,XP_018220433
SPGP0C00680,XP_018220435
SPGP0C00690,XP_018220436
SPGP0C00710,XP_018220438
SPGP0C00740,XP_018220441
SPGP0C00790,XP_018220446
SPGP0C00800,XP_018220447
SPGP0C00840,XP_018220452
SPGP0C00860,XP_018220454
SPGP0C00880,XP_018220456
SPGP0C00900,XP_018220458
SPGP0C00910,XP_018220459
SPGP0C00930,XP_018220461
SPGP0C00940,XP_018220462
SPGP0C00960,XP_018220464
SPGP0C00970,XP_018220465
SPGP0C00980,XP_018220466
SPGP0C00990,XP_018220467
SPGP0C01010,XP_018220469
SPGP0C01050,XP_018220473
SPGP0C01060,XP_018220474
SPGP0C01070,XP_018220475
SPGP0C01080,XP_018220476
SPGP0C01110,XP_018220479
SPGP0C01150,XP_018220483
SPGP0C01170,XP_018220485
SPGP0C01180,XP_018220486
SPGP0C01190,XP_018220487
SPGP0C01200,XP_018220488
SPGP0C01210,XP_018220489
SPGP0C01230,XP_018220491
SPGP0C01240,XP_018220492
SPGP0C01280,XP_018220496
SPGP0C01310,XP_018220499
SPGP0C01330,XP_018220501
SPGP0C01340,XP_018220502
SPGP0C01370,XP_018220505
SPGP0C01440,XP_018220513
SPGP0C01450,XP_018220514
SPGP0C01460,XP_018220515
SPGP0C01480,XP_018220517
SPGP0C01490,XP_018220518
SPGP0C01500,XP_018220519
SPGP0C01530,XP_018220522
SPGP0C01570,XP_018220526
SPGP0C01590,XP_018220528
SPGP0C01620,XP_018220530
SPGP0C01650,XP_018220533
SPGP0C01670,XP_018220535
SPGP0C01680,XP_018220536
SPGP0C01730,XP_018220541
SPGP0C01740,XP_018220542
SPGP0C01750,XP_018220543
SPGP0C01770,XP_018220545
SPGP0C01780,XP_018220546
SPGP0C01860,XP_018220554
SPGP0C01880,XP_018220556
SPGP0C01900,XP_018220558
SPGP0C01930,XP_018220561
SPGP0C01950,XP_018220563
SPGP0C01980,XP_018220566
SPGP0C02060,XP_018220574
SPGP0C02070,XP_018220575
SPGP0C02080,XP_018220576
SPGP0C02100,XP_018220578
SPGP0C02110,XP_018220579
SPGP0V00100,XP_018223429
SPGP0H03960,XP_018218750
SPGP0AL00630,XP_018219924
SPGP0W00100,XP_018221458
SPGP0W00110,XP_018221460
SPGP0W00120,XP_018221461
SPGP0W00130,XP_018221462
SPGP0W00140,XP_018221463
SPGP0W00150,XP_018221464
SPGP0W00160,XP_018221465
SPGP0W00170,XP_018221466
SPGP0W00180,XP_018221467
SPGP0W00190,XP_018221468
SPGP0W00200,XP_018221469
SPGP0W00210,XP_018221470
SPGP0W00220,XP_018221471
SPGP0W00230,XP_018221472
SPGP0W00240,XP_018221473
SPGP0W00250,XP_018221474
SPGP0W00270,XP_018221476
SPGP0W00280,XP_018221477
SPGP0W00290,XP_018221478
SPGP0W00300,XP_018221479
SPGP0W00310,XP_018221480
SPGP0W00320,XP_018221481
SPGP0W00330,XP_018221482
SPGP0W00340,XP_018221483
SPGP0W00350,XP_018221484
SPGP0W00360,XP_018221485
SPGP0W00370,XP_018221486
SPGP0W00380,XP_018221487
SPGP0W00390,XP_018221488
SPGP0W00400,XP_018221489
SPGP0W00410,XP_018221490
SPGP0W00420,XP_018221491
SPGP0W00430,XP_018221492
SPGP0W00440,XP_018221493
SPGP0W00450,XP_018221494
SPGP0W00460,XP_018221495
SPGP0W00470,XP_018221496
SPGP0W00480,XP_018221497
SPGP0W00490,XP_018221498
SPGP0W00500,XP_018221499
SPGP0W00510,XP_018221500
SPGP0W00520,XP_018221501
SPGP0W00530,XP_018221502
SPGP0W00540,XP_018221503
SPGP0W00550,XP_018221504
SPGP0W00560,XP_018221505
SPGP0W00570,XP_018221506
SPGP0W00580,XP_018221507
SPGP0W00590,XP_018221508
SPGP0W00600,XP_018221509
SPGP0W00610,XP_018221510
SPGP0W00630,XP_018221511
SPGP0W00640,XP_018221512
SPGP0W00650,XP_018221513
SPGP0W00660,XP_018221514
SPGP0W00670,XP_018221515
SPGP0W00680,XP_018221516
SPGP0W00690,XP_018221517
SPGP0W00700,XP_018221518
SPGP0W00710,XP_018221519
SPGP0W00720,XP_018221520
SPGP0W00730,XP_018221521
SPGP0W00740,XP_018221522
SPGP0W00750,XP_018221523
SPGP0W00760,XP_018221524
SPGP0W00770,XP_018221525
SPGP0W00780,XP_018221526
SPGP0W00790,XP_018221527
SPGP0W00800,XP_018221528
SPGP0W00810,XP_018221529
SPGP0W00820,XP_018221530
SPGP0W00830,XP_018221531
SPGP0W00840,XP_018221532
SPGP0W00850,XP_018221533
SPGP0W00860,XP_018221534
SPGP0W00870,XP_018221535
SPGP0W00890,XP_018221536
SPGP0W00900,XP_018221537
SPGP0W00910,XP_018221538
SPGP0W00920,XP_018221539
SPGP0W00930,XP_018221540
SPGP0W00940,XP_018221541
SPGP0W00950,XP_018221542
SPGP0W00960,XP_018221543
SPGP0W00970,XP_018221544
SPGP0W00980,XP_018221545
SPGP0W00990,XP_018221546
SPGP0W01000,XP_018221547
SPGP0W01010,XP_018221548
SPGP0W01020,XP_018221549
SPGP0W01030,XP_018221550
SPGP0W01040,XP_018221551
SPGP0W01060,XP_018221552
SPGP0W01070,XP_018221553
SPGP0W01080,XP_018221554
SPGP0W01090,XP_018221555
SPGP0W01100,XP_018221556
SPGP0W01110,XP_018221557
SPGP0W01120,XP_018221558
SPGP0W01140,XP_018221559
SPGP0W01150,XP_018221560
SPGP0W01160,XP_018221561
SPGP0W01170,XP_018221562
SPGP0W01180,XP_018221563
SPGP0W01190,XP_018221564
SPGP0W01200,XP_018221565
SPGP0W01210,XP_018221566
SPGP0W01220,XP_018221567
SPGP0W01230,XP_018221568
SPGP0W01240,XP_018221569
SPGP0W01250,XP_018221570
SPGP0W01260,XP_018221571
SPGP0W01270,XP_018221572
SPGP0W01280,XP_018221573
SPGP0W01290,XP_018221574
SPGP0W01300,XP_018221575
SPGP0W01310,XP_018221576
SPGP0W01320,XP_018221577
SPGP0W01330,XP_018221578
SPGP0W01340,XP_018221579
SPGP0W01350,XP_018221580
SPGP0W01360,XP_018221581
SPGP0W01370,XP_018221582
SPGP0W01380,XP_018221583
SPGP0W01390,XP_018221584
SPGP0W01400,XP_018221585
SPGP0W01410,XP_018221586
SPGP0W01420,XP_018221587
SPGP0W01430,XP_018221588
SPGP0W01440,XP_018221589
SPGP0W01450,XP_018221590
SPGP0W01460,XP_018221591
SPGP0W01470,XP_018221592
SPGP0W01490,XP_018221593
SPGP0W01500,XP_018221594
SPGP0W01510,XP_018221595
SPGP0W01520,XP_018221596
SPGP0AF00790,XP_018221597
SPGP0W01540,XP_018221598
SPGP0W01550,XP_018221599
SPGP0W01560,XP_018221600
SPGP0W01570,XP_018221601
SPGP0W01580,XP_018221602
SPGP0W01590,XP_018221603
SPGP0W01600,XP_018221604
SPGP0W01620,XP_018221606
SPGP0W01630,XP_018221607
SPGP0W01640,XP_018221608
SPGP0W01650,XP_018221609
SPGP0W01660,XP_018221610
SPGP0W01670,XP_018221611
SPGP0W01680,XP_018221612
SPGP0W01690,XP_018221613
SPGP0W01700,XP_018221614
SPGP0W01710,XP_018221615
SPGP0W01720,XP_018221616
SPGP0W01730,XP_018221617
SPGP0W01740,XP_018221618
SPGP0W01750,XP_018221619
SPGP0W01760,XP_018221620
SPGP0W01770,XP_018221621
SPGP0W01780,XP_018221622
SPGP0W01790,XP_018221623
SPGP0W01800,XP_018221624
SPGP0W01810,XP_018221625
SPGP0W01820,XP_018221626
SPGP0W01830,XP_018221627
SPGP0W01840,XP_018221628
SPGP0W01850,XP_018221629
SPGP0W01860,XP_018221630
SPGP0W01870,XP_018221631
SPGP0W01880,XP_018221632
SPGP0W01890,XP_018221633
SPGP0W01900,XP_018221634
SPGP0W01910,XP_018221635
SPGP0W01920,XP_018221636
SPGP0W01930,XP_018221637
SPGP0W01940,XP_018221638
SPGP0W01950,XP_018221639
SPGP0W01960,XP_018221640
SPGP0W01970,XP_018221641
SPGP0W01980,XP_018221642
SPGP0W01990,XP_018221643
SPGP0H00160,XP_018219205
SPGP0H00190,XP_018219207
SPGP0H00200,XP_018219208
SPGP0H00210,XP_018219209
SPGP0H00260,XP_018219214
SPGP0H00270,XP_018219215
SPGP0H00300,XP_018219218
SPGP0H00330,XP_018219221
SPGP0H00340,XP_018219222
SPGP0H00350,XP_018219223
SPGP0X00370,XP_018219224
SPGP0H00370,XP_018219225
SPGP0H00390,XP_018219227
SPGP0H00400,XP_018219228
SPGP0H00420,XP_018219230
SPGP0H00460,XP_018219234
SPGP0H00470,XP_018219235
SPGP0H00480,XP_018219236
SPGP0H00510,XP_018219239
SPGP0H00520,XP_018219240
SPGP0H00540,XP_018219242
SPGP0H00570,XP_018219245
SPGP0H00580,XP_018219246
SPGP0H00590,XP_018219247
SPGP0H00620,XP_018219249
SPGP0H00630,XP_018219250
SPGP0E01750,XP_018222319
SPGP0E01730,XP_018222321
SPGP0E01720,XP_018222322
SPGP0E01700,XP_018222324
SPGP0E01680,XP_018222326
SPGP0E01670,XP_018222327
SPGP0E01660,XP_018222328
SPGP0E01630,XP_018222331
SPGP0E01620,XP_018222332
SPGP0E01610,XP_018222333
SPGP0E01530,XP_018222341
SPGP0E01520,XP_018222342
SPGP0E01510,XP_018222343
SPGP0E01500,XP_018222344
SPGP0E01490,XP_018222345
SPGP0E01470,XP_018222347
SPGP0E01450,XP_018222349
SPGP0E01440,XP_018222350
SPGP0E01430,XP_018222351
SPGP0E01420,XP_018222352
SPGP0E01410,XP_018222353
SPGP0E01360,XP_018222359
SPGP0E01340,XP_018222361
SPGP0E01330,XP_018222362
SPGP0E01320,XP_018222363
SPGP0E01300,XP_018222365
SPGP0E01280,XP_018222368
SPGP0E01270,XP_018222369
SPGP0E01200,XP_018222376
SPGP0E01190,XP_018222377
SPGP0E01180,XP_018222378
SPGP0E01170,XP_018222379
SPGP0E01160,XP_018222380
SPGP0E01150,XP_018222381
SPGP0E01130,XP_018222383
SPGP0E01110,XP_018222385
SPGP0E01080,XP_018222389
SPGP0E01070,XP_018222390
SPGP0E01060,XP_018222391
SPGP0E01040,XP_018222393
SPGP0E01020,XP_018222395
SPGP0E00980,XP_018222399
SPGP0E00960,XP_018222401
SPGP0E00950,XP_018222402
SPGP0E00930,XP_018222404
SPGP0E00910,XP_018222406
SPGP0E00890,XP_018222408
SPGP0E00880,XP_018222409
SPGP0E00850,XP_018222412
SPGP0E00840,XP_018222413
SPGP0E00790,XP_018222418
SPGP0E00760,XP_018222421
SPGP0E00750,XP_018222422
SPGP0E00680,XP_018222428
SPGP0E00660,XP_018222431
SPGP0E00650,XP_018222432
SPGP0E00570,XP_018222440
SPGP0E00530,XP_018222444
SPGP0E00520,XP_018222445
SPGP0E00450,XP_018222452
SPGP0E00440,XP_018222453
SPGP0E00430,XP_018222454
SPGP0E00410,XP_018222456
SPGP0E00390,XP_018222458
SPGP0E00380,XP_018222459
SPGP0E00370,XP_018222460
SPGP0E00350,XP_018222462
SPGP0E00340,XP_018222463
SPGP0E00320,XP_018222465
SPGP0E00300,XP_018222467
SPGP0E00290,XP_018222468
SPGP0E00280,XP_018222469
SPGP0E00260,XP_018222471
SPGP0E00240,XP_018222473
SPGP0E00210,XP_018222475
SPGP0Y01650,XP_018222477
SPGP0E00180,XP_018222478
SPGP0E00160,XP_018222480
SPGP0E00150,XP_018222481
SPGP0JE00100,XP_018223430
SPGP0Z01340,XP_018220889
SPGP0F01270,XP_018220233
SPGP0F01300,XP_018220230
SPGP0E03500,XP_018222148
SPGP0AB01560,XP_018221459
SPGP0B00100,XP_018223462
SPGP0H03950,XP_018218751
SPGP0B00120,XP_018218752
SPGP0B00140,XP_018223464
SPGP0B00180,XP_018223468
SPGP0B00190,XP_018223469
SPGP0B00200,XP_018223470
SPGP0Btrna1F,DI49_0089
SPGP0B00220,XP_018223472
SPGP0B00240,XP_018223474
SPGP0B00270,XP_018223477
SPGP0B00290,XP_018223479
SPGP0B00300,XP_018223480
SPGP0B00320,XP_018223482
SPGP0B00330,XP_018223483
SPGP0B00340,XP_018223484
SPGP0B00350,XP_018223485
SPGP0B00360,XP_018223486
SPGP0B00380,XP_018223487
SPGP0B00440,XP_018223492
SPGP0B00460,XP_018223494
SPGP0B00470,XP_018223495
SPGP0B00490,XP_018223497
SPGP0B00540,XP_018223502
SPGP0B00560,XP_018223503
SPGP0B00570,XP_018223504
SPGP0B00580,XP_018223505
SPGP0B00610,XP_018223507
SPGP0B00640,XP_018223510
SPGP0B00650,XP_018223511
SPGP0B00670,XP_018223513
SPGP0B00690,XP_018223515
SPGP0B00700,XP_018223516
SPGP0B00710,XP_018223517
SPGP0B00730,XP_018223519
SPGP0B00740,XP_018223520
SPGP0B00780,XP_018223524
SPGP0B00800,XP_018223526
SPGP0B00810,XP_018223527
SPGP0B00820,XP_018223528
SPGP0B00850,XP_018223531
SPGP0B00870,XP_018223533
SPGP0B00890,XP_018223535
SPGP0B00900,XP_018223536
SPGP0B00910,XP_018223537
SPGP0B00950,XP_018223541
SPGP0B00970,XP_018223543
SPGP0B00980,XP_018223545
SPGP0B01000,XP_018223547
SPGP0B01020,XP_018223549
SPGP0B01050,XP_018223552
SPGP0B01070,XP_018223554
SPGP0B01080,XP_018223555
SPGP0B01120,XP_018223559
SPGP0B01140,XP_018223561
SPGP0B01160,XP_018223563
SPGP0B01170,XP_018223564
SPGP0B01190,XP_018223566
SPGP0B01230,XP_018223570
SPGP0B01240,XP_018223571
SPGP0B01250,XP_018223572
SPGP0B01270,XP_018223574
SPGP0B01280,XP_018223575
SPGP0B01290,XP_018223576
SPGP0B01310,XP_018223578
SPGP0B01330,XP_018223580
SPGP0B01350,XP_018223582
SPGP0B01360,XP_018223583
SPGP0B01400,XP_018223587
SPGP0B01410,XP_018223588
SPGP0B01420,XP_018223589
SPGP0B01430,XP_018223590
SPGP0B01440,XP_018223591
SPGP0B01450,XP_018223592
SPGP0B01470,XP_018223594
SPGP0B01480,XP_018223595
SPGP0B01560,XP_018223603
SPGP0B01600,XP_018223607
SPGP0B01650,XP_018223611
SPGP0B01670,XP_018223613
SPGP0B01680,XP_018223614
SPGP0B01700,XP_018223616
SPGP0B01710,XP_018223617
SPGP0B01730,XP_018223619
SPGP0B01790,XP_018223625
SPGP0B01810,XP_018223627
SPGP0B01880,XP_018223634
SPGP0B01890,XP_018223635
SPGP0B01910,XP_018223637
SPGP0B01930,XP_018223639
SPGP0B01940,XP_018223640
SPGP0B01960,XP_018223642
SPGP0B02010,XP_018223647
SPGP0B02030,XP_018223649
SPGP0B02050,XP_018223651
SPGP0B02060,XP_018223652
SPGP0B02080,XP_018223654
SPGP0B02100,XP_018223656
SPGP0B02110,XP_018223657
SPGP0B02140,XP_018223660
SPGP0B02200,XP_018223665
SPGP0B02220,XP_018223667
SPGP0B02240,XP_018223669
SPGP0B02250,XP_018223670
SPGP0B02270,XP_018223672
SPGP0B02320,XP_018223676
SPGP0B02330,XP_018223677
SPGP0B02340,XP_018223678
SPGP0B02350,XP_018223679
SPGP0B02360,XP_018223680
SPGP0B02370,XP_018223681
SPGP0B02390,XP_018223683
SPGP0B02410,XP_018223685
SPGP0B02440,XP_018223688
SPGP0B02480,XP_018223692
SPGP0B02500,XP_018223694
SPGP0B02510,XP_018223695
SPGP0B02520,XP_018223696
SPGP0B02530,XP_018223697
SPGP0B02550,XP_018223699
SPGP0B02560,XP_018223700
SPGP0B02570,XP_018223701
SPGP0B02580,XP_018223702
SPGP0B02620,XP_018223706
SPGP0B02640,XP_018223708
SPGP0B02650,XP_018223709
SPGP0B02690,XP_018223712
SPGP0B02720,XP_018223715
SPGP0B02740,XP_018223717
SPGP0B02750,XP_018223718
SPGP0B02760,XP_018223719
SPGP0B02790,XP_018223722
SPGP0B02810,XP_018223724
SPGP0B02820,XP_018223725
SPGP0B02860,XP_018223730
SPGP0B02920,XP_018223736
SPGP0B02930,XP_018223737
SPGP0B02940,XP_018223738
SPGP0B02950,XP_018223739
SPGP0B02970,XP_018223741
SPGP0B02980,XP_018223742
SPGP0B02990,XP_018223743
SPGP0B03000,XP_018223744
SPGP0B03060,XP_018223750
SPGP0B03080,XP_018223751
SPGP0B03100,XP_018223753
SPGP0B03110,XP_018223754
SPGP0B03130,XP_018223756
SPGP0B03170,XP_018223760
SPGP0B03190,XP_018223762
SPGP0B03210,XP_018223764
SPGP0B03240,XP_018223767
SPGP0B03270,XP_018223769
SPGP0B03280,XP_018223770
SPGP0B03300,XP_018223772
SPGP0B03310,XP_018223773
SPGP0B03350,XP_018223777
SPGP0B03410,XP_018223783
SPGP0B03420,XP_018223784
SPGP0B03450,XP_018223787
SPGP0B03470,XP_018223789
SPGP0B03500,XP_018223791
SPGP0B03530,XP_018223794
SPGP0B03540,XP_018223795
SPGP0B03560,XP_018223797
SPGP0B03570,XP_018223798
SPGP0B03580,XP_018223799
SPGP0B03590,XP_018223800
SPGP0B03600,XP_018223801
SPGP0B03610,XP_018223802
SPGP0B03630,XP_018223804
SPGP0B03650,XP_018223806
SPGP0B03660,XP_018223807
SPGP0B03670,XP_018223808
SPGP0B03700,XP_018223811
SPGP0B03730,XP_018223814
SPGP0B03760,XP_018223817
SPGP0B03770,XP_018223818
SPGP0B03780,XP_018223819
SPGP0B03810,XP_018223822
SPGP0B03830,XP_018223824
SPGP0B03840,XP_018223825
SPGP0B03860,XP_018223827
SPGP0B03880,XP_018223829
SPGP0B03900,XP_018223831
SPGP0B03910,XP_018223832
SPGP0B03960,XP_018223837
SPGP0B03970,XP_018223838
SPGP0B04030,XP_018223844
SPGP0B04050,XP_018223846
SPGP0B04060,XP_018223847
SPGP0Btrna2V,DI49_0484
SPGP0B04080,XP_018223849
SPGP0B04090,XP_018223850
SPGP0B04100,XP_018223851
SPGP0B04120,XP_018223853
SPGP0B04130,XP_018223854
SPGP0B04140,XP_018223855
SPGP0B04150,XP_018223856
SPGP0B04160,XP_018223857
SPGP0B04180,XP_018223859
SPGP0B04190,XP_018223860
SPGP0B04200,XP_018223861
SPGP0B04210,XP_018223862
SPGP0B04250,XP_018223866
SPGP0B04260,XP_018223867
SPGP0B04300,XP_018223871
SPGP0B04320,XP_018223873
SPGP0B04330,XP_018223874
SPGP0B04340,XP_018223875
SPGP0B04350,XP_018223876
SPGP0B04380,XP_018223879
SPGP0B04410,XP_018223882
SPGP0B04460,XP_018223886
SPGP0B04470,XP_018223887
SPGP0B04480,XP_018223888
SPGP0B04500,XP_018223890
SPGP0B04510,XP_018223891
SPGP0B04550,XP_018223895
SPGP0B04570,XP_018223897
SPGP0B04600,XP_018223900
SPGP0B04640,XP_018223904
SPGP0B04660,XP_018223905
SPGP0B04670,XP_018223906
SPGP0B04680,XP_018223907
SPGP0B04700,XP_018223909
SPGP0B04710,XP_018223910
SPGP0B04720,XP_018223911
SPGP0B04740,XP_018223913
SPGP0B04750,XP_018223914
SPGP0B04770,XP_018223915
SPGP0B04780,XP_018223916
SPGP0B04790,XP_018223917
SPGP0B04830,XP_018223919
SPGP0B04880,XP_018223923
SPGP0B04910,XP_018223926
SPGP0B04920,XP_018223927
SPGP0B04930,XP_018223928
SPGP0B04940,XP_018223929
SPGP0B04980,XP_018223933
SPGP0B05000,XP_018223935
SPGP0B05010,XP_018223936
SPGP0B05020,XP_018223937
SPGP0B05040,XP_018223939
SPGP0B05050,XP_018223940
SPGP0H01840,XP_018219369
SPGP0B05090,XP_018223942
SPGP0B05100,XP_018223943
SPGP0B05110,XP_018223944
SPGP0B05130,XP_018223946
SPGP0B05140,XP_018223947
SPGP0B05180,XP_018223951
SPGP0B05200,XP_018223953
SPGP0B05220,XP_018223954
SPGP0B05230,XP_018223955
SPGP0B05240,XP_018223956
SPGP0B05260,XP_018223958
SPGP0B05290,XP_018223961
SPGP0B05300,XP_018223962
SPGP0B05330,XP_018223965
SPGP0B05340,XP_018223966
SPGP0B05350,XP_018223967
SPGP0B05390,XP_018223970
SPGP0B05400,XP_018223971
SPGP0B05440,XP_018223975
SPGP0B05450,XP_018223976
SPGP0B05460,XP_018223977
SPGP0B05470,XP_018223978
SPGP0B05500,XP_018223981
SPGP0B05510,XP_018223982
SPGP0B05540,XP_018223984
SPGP0B05550,XP_018223985
SPGP0B05560,XP_018223986
SPGP0B05570,XP_018223987
SPGP0B05610,XP_018223991
SPGP0B05620,XP_018223992
SPGP0B05650,XP_018223995
SPGP0B05660,XP_018223996
SPGP0B05670,XP_018223997
SPGP0B05690,XP_018223999
SPGP0B05700,XP_018224000
SPGP0B05710,XP_018224001
SPGP0B05730,XP_018224003
SPGP0B05740,XP_018224004
SPGP0B05770,XP_018224007
SPGP0B05780,XP_018224008
SPGP0B05790,XP_018224009
SPGP0B05800,XP_018224010
SPGP0B05820,XP_018224012
SPGP0B05830,XP_018224013
SPGP0B05840,XP_018224014
SPGP0B05860,XP_018224016
SPGP0B05880,XP_018224018
SPGP0B05900,XP_018224020
SPGP0B05910,XP_018224021
SPGP0B05930,XP_018224023
SPGP0B05950,XP_018224025
SPGP0B05980,XP_018224028
SPGP0B05990,XP_018224029
SPGP0B06000,XP_018224030
SPGP0B06010,XP_018224031
SPGP0B06020,XP_018224032
SPGP0B06030,XP_018224033
SPGP0B06050,XP_018224035
SPGP0B06070,XP_018224036
SPGP0B06100,XP_018224038
SPGP0B06120,XP_018224040
SPGP0B06130,XP_018224041
SPGP0B06140,XP_018224042
SPGP0B06160,XP_018224044
SPGP0B06170,XP_018224045
SPGP0B06180,XP_018224046
SPGP0B06190,XP_018224047
SPGP0KQ00100,XP_018222055
SPGP0AF00130,XP_018222589
SPGP0AF00150,XP_018222587
SPGP0AF00160,XP_018222586
SPGP0AF00180,XP_018222584
SPGP0AF00260,XP_018222576
SPGP0AF00290,XP_018222573
SPGP0AF00300,XP_018222572
SPGP0AF00350,XP_018222569
SPGP0AF00360,XP_018222568
SPGP0AF00390,XP_018222565
SPGP0AF00410,XP_018222563
SPGP0AF00460,XP_018222559
SPGP0AF00470,XP_018222558
SPGP0AF00500,XP_018222555
SPGP0AF00590,XP_018222546
SPGP0AF00570,XP_018222548
SPGP0AF00540,XP_018222551
SPGP0AF00530,XP_018222552
SPGP0AF00640,XP_018222541
SPGP0AF00660,XP_018222539
SPGP0AF00680,XP_018222537
SPGP0AF00710,XP_018222534
SPGP0AF00730,XP_018222532
SPGP0AF00750,XP_018222530
SPGP0AF00760,XP_018222529
SPGP0AF00780,XP_018222527
SPGP0AF00810,XP_018222524
SPGP0AF00860,XP_018222519
SPGP0AF00890,XP_018222517
SPGP0AF00900,XP_018222516
SPGP0AF00920,XP_018222514
SPGP0AF00930,XP_018222513
SPGP0AF00980,XP_018222509
SPGP0AF00990,XP_018222508
SPGP0AF01000,XP_018222507
SPGP0AF01010,XP_018222506
SPGP0AF01030,XP_018222505
SPGP0AF01040,XP_018222504
SPGP0AF01050,XP_018222503
SPGP0AF01070,XP_018222501
SPGP0AF01090,XP_018222499
SPGP0AF01110,XP_018222497
SPGP0AF01120,XP_018222496
SPGP0AF01140,XP_018222494
SPGP0AF01160,XP_018222492
SPGP0AI00860,XP_018224123
SPGP0C04540,XP_018220815
SPGP0LN00100,XP_018223458
SPGP0AF00100,XP_018222594
SPGP0AF00110,XP_018222593
SPGP0AF00120,XP_018222592
SPGP0AF00140,XP_018222588
SPGP0AF00170,XP_018222585
SPGP0AF00190,XP_018222583
SPGP0AF00200,XP_018222582
SPGP0AF00210,XP_018222581
SPGP0AF00220,XP_018222580
SPGP0AF00230,XP_018222579
SPGP0AF00240,XP_018222578
SPGP0AF00250,XP_018222577
SPGP0AF00270,XP_018222575
SPGP0AF00280,XP_018222574
SPGP0AF00320,XP_018222571
SPGP0AF00340,XP_018222570
SPGP0AF00370,XP_018222567
SPGP0AF00400,XP_018222564
SPGP0AF00420,XP_018222562
SPGP0AF00430,XP_018222561
SPGP0AF00450,XP_018222560
SPGP0AF00480,XP_018222557
SPGP0AF00490,XP_018222556
SPGP0AF00510,XP_018222554
SPGP0AF00520,XP_018222553
SPGP0AF00550,XP_018222550
SPGP0AF00560,XP_018222549
SPGP0AF00580,XP_018222547
SPGP0AF00600,XP_018222544
SPGP0AF00620,XP_018222543
SPGP0AF00630,XP_018222542
SPGP0AF00650,XP_018222540
SPGP0AF00670,XP_018222538
SPGP0AF00690,XP_018222536
SPGP0AF00700,XP_018222535
SPGP0AF00720,XP_018222533
SPGP0AF00740,XP_018222531
SPGP0AF00800,XP_018222525
SPGP0AF00820,XP_018222523
SPGP0AF00830,XP_018222522
SPGP0AF00840,XP_018222521
SPGP0AF00850,XP_018222520
SPGP0Htrna22P,DI49_4914
SPGP0AI00830,XP_018224121
SPGP0AF00910,XP_018222515
SPGP0AF00950,XP_018222512
SPGP0AF00960,XP_018222511
SPGP0AF00970,XP_018222510
SPGP0AF01060,XP_018222502
SPGP0AF01080,XP_018222500
SPGP0AF01100,XP_018222498
SPGP0AF01130,XP_018222495
SPGP0AF01150,XP_018222493
SPGP0AF01170,XP_018222491
SPGP0AF01180,XP_018222490
SPGP0AG00100,XP_018223325
SPGP0AG00110,XP_018223413
SPGP0AG00130,XP_018223329
SPGP0AG00150,XP_018223330
SPGP0AG00160,XP_018223331
SPGP0AG00170,XP_018223332
SPGP0AG00180,XP_018223333
SPGP0AG00190,XP_018223334
SPGP0AG00200,XP_018223335
SPGP0AG00210,XP_018223336
SPGP0AG00220,XP_018223337
SPGP0AG00230,XP_018223338
SPGP0AG00240,XP_018223339
SPGP0AG00250,XP_018223340
SPGP0AG00260,XP_018223341
SPGP0AG00270,XP_018223342
SPGP0AG00280,XP_018223343
SPGP0AG00290,XP_018223344
SPGP0AG00300,XP_018223345
SPGP0AG00310,XP_018223346
SPGP0AG00320,XP_018223347
SPGP0AG00330,XP_018223348
SPGP0AG00340,XP_018223349
SPGP0AG00360,XP_018223350
SPGP0AG00370,XP_018223351
SPGP0AG00380,XP_018223352
SPGP0AG00390,XP_018223353
SPGP0AG00400,XP_018223354
SPGP0AG00410,XP_018223355
SPGP0AG00420,XP_018223356
SPGP0AG00430,XP_018223357
SPGP0AG00440,XP_018223358
SPGP0AG00450,XP_018223359
SPGP0AG00460,XP_018223360
SPGP0AG00470,XP_018223361
SPGP0AG00480,XP_018223362
SPGP0AG00490,XP_018223363
SPGP0AG00500,XP_018223364
SPGP0AG00510,XP_018223365
SPGP0AG00520,XP_018223366
SPGP0AG00530,XP_018223367
