hybrid,parentA
SPGP0T01230,YLR285W
SPGP0T01240,YLR284C
SPGP0T01250,YLR283W
SPGP0T01260,YLR281C
SPGP0T01270,YLR278C
SPGP0T01280,YLR277C
SPGP0T01290,YLR276C
SPGP0T01300,YLR275W
SPGP0T01310,YLR274W
SPGP0T01320,YLR273C
SPGP0T01330,YLR272C
SPGP0T01340,YLR271W
SPGP0T01350,YLR270W
SPGP0T01360,YLR268W
SPGP0T01370,YLR267W
SPGP0T01380,YLR266C
SPGP0T01390,YLR265C
SPGP0T01400,YLR264W
SPGP0T01410,YLR263W
SPGP0T01420,YLR262C
SPGP0T01430,YLR260W
SPGP0T01440,YLR259C
SPGP0T01450,YLR258W
SPGP0T01460,YLR257W
SPGP0T01470,YLR256W
SPGP0T01480,YLR254C
SPGP0T01490,YLR253W
SPGP0T01500,YLR251W
SPGP0T01510,YLR250W
SPGP0T01520,YLR249W
SPGP0T01530,YLR248W
SPGP0T01540,YLR247C
SPGP0T01550,YLR246W
SPGP0T01560,YLR245C
SPGP0T01570,YLR244C
SPGP0T01580,YLR243W
SPGP0T01590,YLR242C
SPGP0T01600,YLR241W
SPGP0T01610,YLR240W
SPGP0T01620,YLR239C
SPGP0T01630,YLR238W
SPGP0T01640,YLR237W
SPGP0T01650,YLR234W
SPGP0T01660,YLR233C
SPGP0T01670,YLR231C
SPGP0T01680,YLR229C
SPGP0T01690,YLR228C
SPGP0T01700,YLR227C
SPGP0T01710,YLR226W
SPGP0T01720,YLR225C
SPGP0T01730,YLR224W
SPGP0T01740,YLR223C
SPGP0T01750,YLR222C
SPGP0T01760,YLR221C
SPGP0T01770,YLR220W
SPGP0T01780,YLR219W
SPGP0T01790,YLR218C
SPGP0T01800,YLR216C
SPGP0T01810,YLR215C
SPGP0T01820,YLR214W
SPGP0T01830,YLR213C
SPGP0T01840,YLR212C
SPGP0T01850,YLR211C
SPGP0T01860,YLR210W
SPGP0T01870,YLR209C
SPGP0T01880,YLR208W
SPGP0T01890,YLR207W
SPGP0T01900,YLR206W
SPGP0T01910,YLR205C
SPGP0T01920,YLR204W
SPGP0T01930,YLR203C
SPGP0T01940,YLR201C
SPGP0T01950,YLR200W
SPGP0T01960,YLR199C
SPGP0T01970,YLR197W
SPGP0T01980,YLR196W
SPGP0T01990,YLR195C
SPGP0T02000,YLR194C
SPGP0T02010,YLR193C
SPGP0T02020,YLR192C
SPGP0T02030,YLR191W
SPGP0T02040,YLR190W
SPGP0T02050,YLR189C
SPGP0T02060,YLR188W
SPGP0T02070,YLR187W
SPGP0T02080,YLR186W
SPGP0C02330,YLR185W
SPGP0T02100,YLR183C
SPGP0T02110,YLR182W
SPGP0T02120,YLR181C
SPGP0T02130,YLR180W
SPGP0T02140,YLR179C
SPGP0T02150,YLR178C
SPGP0T02160,YLR177W
SPGP0T02170,YLR176C
SPGP0T02180,YLR175W
SPGP0T02190,YLR174W
SPGP0T02200,YLR173W
SPGP0T02210,YLR172C
SPGP0T02220,YLR170C
SPGP0T02230,YLR168C
SPGP0T02240,YLR167W
SPGP0T02250,YLR166C
SPGP0T02260,YLR165C
SPGP0T02270,YLR164W
SPGP0T02280,YLR163C
SPGP0W01810,YIR019C
SPGP0U00100,YLL063C
SPGP0U00130,YLL060C
SPGP0U00140,YLL058W
SPGP0U00150,YLL057C
SPGP0U00160,YLL056C
SPGP0U00170,YLL055W
SPGP0U00180,YLL054C
SPGP0U00190,YLL053C
SPGP0U00200,YLL051C
SPGP0U00210,YLL050C
SPGP0U00220,YLL049W
SPGP0U00230,YLL048C
SPGP0U00240,YLL046C
SPGP0U00250,YLL045C
SPGP0U00260,YLL043W
SPGP0U00270,YLL042C
SPGP0U00280,YLL041C
SPGP0U00290,YLL040C
SPGP0U00300,YLL039C
SPGP0U00310,YLL038C
SPGP0U00320,YLL036C
SPGP0U00330,YLL035W
SPGP0U00340,YLL034C
SPGP0U00350,YLL033W
SPGP0U00360,YLL032C
SPGP0U00370,YLL031C
SPGP0U00380,YLL029W
SPGP0U00390,YLL028W
SPGP0U00400,YLL027W
SPGP0U00410,YLL026W
SPGP0U00430,YLL024C
SPGP0U00440,YLL023C
SPGP0U00450,YLL022C
SPGP0U00460,YLL021W
SPGP0U00470,YLL019C
SPGP0U00480,YLL018C-A
SPGP0U00490,YLL018C
SPGP0U00500,YLL016W
SPGP0U00510,YLL015W
SPGP0U00520,YLL014W
SPGP0U00530,YLL013C
SPGP0U00540,YLL012W
SPGP0U00550,YLL011W
SPGP0U00560,YLL010C
SPGP0U00570,YLL009C
SPGP0U00580,YLL008W
SPGP0U00590,YLL007C
SPGP0U00600,YLL006W
SPGP0U00610,YLL005C
SPGP0U00620,YLL004W
SPGP0U00630,YLL003W
SPGP0U00640,YLL002W
SPGP0U00650,YLL001W
SPGP0U00660,YLR001C
SPGP0U00670,YLR002C
SPGP0U00680,YLR003C
SPGP0U00690,YLR004C
SPGP0U00700,YLR005W
SPGP0U00710,YLR006C
SPGP0U00720,YLR007W
SPGP0U00730,YLR008C
SPGP0U00740,YLR009W
SPGP0U00750,YLR010C
SPGP0U00760,YLR011W
SPGP0U00770,YLR012C
SPGP0U00780,YLR013W
SPGP0U00790,YLR014C
SPGP0U00800,YLR015W
SPGP0U00810,YLR016C
SPGP0U00820,YLR017W
SPGP0U00830,YLR018C
SPGP0U00840,YLR020C
SPGP0U00850,YLR021W
SPGP0U00860,YLR022C
SPGP0U00870,YLR023C
SPGP0U00880,YLR024C
SPGP0U00890,YLR025W
SPGP0U00900,YLR026C
SPGP0U00910,YLR027C
SPGP0U00920,YLR028C
SPGP0U00930,YLR029C
SPGP0U00940,YLR030W
SPGP0U00950,YLR032W
SPGP0U00960,YLR033W
SPGP0U00970,YLR034C
SPGP0U00980,YLR035C
SPGP0U00990,YLR036C
SPGP0U01000,YLR037C
SPGP0U01010,YLR038C
SPGP0U01020,YLR039C
SPGP0U01030,YLR040C
SPGP0U01040,YLR042C
SPGP0U01050,YLR043C
SPGP0U01060,YLR044C
SPGP0U01070,YLR045C
SPGP0U01080,YLR046C
SPGP0U01090,YLR047C
SPGP0U01100,YLR048W
SPGP0U01110,YLR049C
SPGP0U01120,YLR050C
SPGP0U01130,YLR051C
SPGP0U01140,YLR052W
SPGP0U01150,YLR053C
SPGP0U01160,YLR054C
SPGP0U01170,YLR055C
SPGP0U01180,YLR056W
SPGP0U01190,YLR057W
SPGP0U01200,YLR058C
SPGP0U01210,YLR059C
SPGP0U01220,YLR060W
SPGP0U01230,YLR061W
SPGP0U01240,YLR063W
SPGP0U01250,YLR064W
SPGP0U01260,YLR065C
SPGP0U01270,YLR066W
SPGP0C01290,YLR067C
SPGP0U01290,YLR068W
SPGP0U01300,YLR069C
SPGP0U01310,YLR070C
SPGP0U01320,YLR071C
SPGP0U01330,YLR072W
SPGP0U01340,YLR073C
SPGP0U01350,YLR074C
SPGP0U01360,YLR075W
SPGP0U01370,YLR077W
SPGP0U01380,YLR078C
SPGP0U01390,YLR079W
SPGP0U01400,YLR080W
SPGP0U01410,YLR081W
SPGP0U01420,YLR082C
SPGP0U01430,YLR083C
SPGP0U01440,YLR084C
SPGP0U01450,YLR085C
SPGP0U01460,YLR086W
SPGP0U01470,YLR087C
SPGP0U01480,YLR088W
SPGP0U01490,YLR089C
SPGP0U01500,YLR090W
SPGP0U01510,YLR091W
SPGP0U01520,YLR092W
SPGP0U01530,YLR093C
SPGP0U01540,YLR094C
SPGP0U01550,YLR095C
SPGP0U01560,YLR096W
SPGP0U01570,YLR097C
SPGP0U01580,YLR098C
SPGP0U01590,YLR099C
SPGP0U01600,YLR099W-A
SPGP0U01610,YLR100W
SPGP0U01620,YLR102C
SPGP0U01630,YLR103C
SPGP0U01640,YLR104W
SPGP0U01650,YLR105C
SPGP0U01660,YLR106C
SPGP0U01670,YLR107W
SPGP0U01680,YLR108C
SPGP0U01690,YLR109W
SPGP0U01700,YLR110C
SPGP0U01710,YLR113W
SPGP0U01720,YLR114C
SPGP0U01730,YLR115W
SPGP0U01740,YLR116W
SPGP0U01750,YLR117C
SPGP0U01760,YLR118C
SPGP0U01770,YLR119W
SPGP0U01780,YLR120C
SPGP0U01790,YLR121C
SPGP0U01800,YLR125W
SPGP0U01810,YLR126C
SPGP0U01820,YLR127C
SPGP0U01830,YLR128W
SPGP0U01840,YLR129W
SPGP0U01850,YLR130C
SPGP0U01860,YLR131C
SPGP0U01870,YLR132C
SPGP0U01880,YLR133W
SPGP0U01890,YLR134W
SPGP0U01900,YLR135W
SPGP0U01910,YLR136C
SPGP0U01920,YLR137W
SPGP0U01930,YLR138W
SPGP0U01940,YLR139C
SPGP0U01950,YLR141W
SPGP0U01960,YLR142W
SPGP0U01970,YLR143W
SPGP0U01980,YLR144C
SPGP0U01990,YLR145W
SPGP0U02000,YLR146C
SPGP0U02010,YLR146W-A
SPGP0U02020,YLR147C
SPGP0U02030,YLR148W
SPGP0U02040,YLR149C
SPGP0U02050,YLR150W
SPGP0U02060,YLR151C
SPGP0U02070,YLR152C
SPGP0U02080,YLR153C
SPGP0U02090,YLR154C
SPGP0HL00100,YIL001W
SPGP0HR00100,R0020C
SPGP0V00110,YEL072W
SPGP0V00120,YEL071W
SPGP0BS00110,YEL069C
SPGP0V00160,YEL066W
SPGP0V00170,YEL065W
SPGP0V00190,YEL063C
SPGP0V00200,YEL062W
SPGP0V00230,YEL059C-A
SPGP0V00250,YEL057C
SPGP0V00270,YEL055C
SPGP0V00310,YEL051W
SPGP0V00320,YEL050C
SPGP0V00330,YEL049W
SPGP0V00340,YEL048C
SPGP0V00350,YEL047C
SPGP0V00360,YEL046C
SPGP0V00370,YEL044W
SPGP0V00390,YEL042W
SPGP0V00400,YEL041W
SPGP0V00410,YEL040W
SPGP0V00430,YEL038W
SPGP0V00460,YEL035C
SPGP0V00520,YEL029C
SPGP0V00530,YEL028W
SPGP0V00560,YEL025C
SPGP0V00620,YEL020C
SPGP0V00630,YEL019C
SPGP0V00640,YEL018W
SPGP0V00650,YEL017C-A
SPGP0V00660,YEL017W
SPGP0V00750,YEL005C
SPGP0V00760,YEL004W
SPGP0V00770,YEL003W
SPGP0V00790,YEL001C
SPGP0V00810,YER002W
SPGP0V00830,YER004W
SPGP0V00860,YER007W
SPGP0V00890,YER009W
SPGP0V00900,YER010C
SPGP0V00920,YER012W
SPGP0V00950,YER015W
SPGP0V00970,YER016W
SPGP0V01030,YER022W
SPGP0V01040,YER023W
SPGP0V01070,YER026C
SPGP0V01090,YER028C
SPGP0V01100,YER029C
SPGP0V01110,YER030W
SPGP0V01130,YER032W
SPGP0V01140,YER033C
SPGP0V01150,YER034W
SPGP0V01160,YER035W
SPGP0V01180,YER037W
SPGP0V01190,YER038C
SPGP0V01220,YER041W
SPGP0V01260,YER044C-A
SPGP0V01270,YER045C
SPGP0V01280,YER046W
SPGP0V01290,YER047C
SPGP0V01310,YER048W-A
SPGP0V01330,YER050C
SPGP0V01340,YER051W
SPGP0V01380,YER054C
SPGP0V01390,YER055C
SPGP0V01420,YER057C
SPGP0V01430,YER058W
SPGP0V01450,YER060W
SPGP0V01470,YER062C
SPGP0V01480,YER063W
SPGP0V01510,YER066W
SPGP0V01520,YER067W
SPGP0V01530,YER068W
SPGP0V01620,YER076C
SPGP0V01700,YER085C
SPGP0V01730,YER087C-B
SPGP0V01740,YER088C
SPGP0V01750,YER089C
SPGP0V01780,YER092W
SPGP0V01800,YER093C-A
SPGP0V01830,YER096W
SPGP0V01850,YER099C
SPGP0V01860,YER100W
SPGP0V01870,YER101C
SPGP0V01900,YER104W
SPGP0V01920,YER106W
SPGP0V01970,YER112W
SPGP0V01980,YER113C
SPGP0V02000,YER115C
SPGP0V02010,YER116C
SPGP0V02040,YER119C
SPGP0V02080,YER124C
SPGP0V02120,YER128W
SPGP0V02140,YER130C
SPGP0V02170,YER134C
SPGP0V02190,YER137C
SPGP0AT00140,YPR196W
SPGP0IE00100,YIL004C
SPGP0AB01550,YIL162W
SPGP0AB01540,YIL161W
SPGP0AB01530,YIL160C
SPGP0AB01520,YIL159W
SPGP0W00200,YIL154C
SPGP0AB01440,YIL152W
SPGP0AB01430,YIL151C
SPGP0AB01420,YIL150C
SPGP0AB01410,YIL149C
SPGP0AB01400,YIL148W
SPGP0AB01390,YIL147C
SPGP0AB01380,YIL146C
SPGP0AB01350,YIL143C
SPGP0AB01340,YIL142W
SPGP0AB01320,YIL139C
SPGP0AB01300,YIL137C
SPGP0AB01280,YIL135C
SPGP0AB01260,YIL133C
SPGP0AB01240,YIL131C
SPGP0AB01220,YIL129C
SPGP0AB01190,YIL126W
SPGP0AB01180,YIL125W
SPGP0AB01170,YIL124W
SPGP0AB01160,YIL123W
SPGP0AB01150,YIL122W
SPGP0AB01080,YIL115C
SPGP0AB01030,YIL110W
SPGP0AB01020,YIL109C
SPGP0AB01010,YIL108W
SPGP0AB01000,YIL107C
SPGP0AB00980,YIL105C
SPGP0AB00960,YIL103W
SPGP0AB00930,YIL101C
SPGP0AB00900,YIL097W
SPGP0AB00880,YIL095W
SPGP0AB00870,YIL094C
SPGP0AB00860,YIL093C
SPGP0AB00840,YIL091C
SPGP0AB00770,YIL083C
SPGP0AB00750,YIL078W
SPGP0AB00740,YIL077C
SPGP0AB00720,YIL075C
SPGP0AB00690,YIL072W
SPGP0AB00670,YIL070C
SPGP0AB00660,YIL069C
SPGP0AB00650,YIL068C
SPGP0AB00640,YIL067C
SPGP0AB00630,YIL066C
SPGP0AB00600,YIL063C
SPGP0AB00590,YIL062C
SPGP0AB00560,YIL056W
SPGP0AB00550,YIL055C
SPGP0AB00540,YIL053W
SPGP0AB00530,YIL052C
SPGP0AB00520,YIL051C
SPGP0AB00500,YIL049W
SPGP0AB00490,YIL048W
SPGP0AB00480,YIL047C
SPGP0AB00470,YIL046W
SPGP0AB00460,YIL045W
SPGP0AB00420,YIL041W
SPGP0AB00400,YIL039W
SPGP0AB00390,YIL038C
SPGP0AB00360,YIL035C
SPGP0AB00350,YIL034C
SPGP0AB00340,YIL033C
SPGP0AB00320,YIL030C
SPGP0AB00310,YIL027C
SPGP0AB00270,YIL022W
SPGP0AB00260,YIL021W
SPGP0AB00240,YIL019W
SPGP0W01440,YIL018W
SPGP0AB00200,YIL015W
SPGP0AB00170,YIL013C
SPGP0X01450,YHR096C
SPGP0AB00120,YIL003W
SPGP0AB00110,YIL002W-A
SPGP0W01630,YIR001C
SPGP0W01640,YIR002C
SPGP0AZ00200,YIR006C
SPGP0AZ00190,YIR007W
SPGP0AZ00180,YIR008C
SPGP0AZ00160,YIR010W
SPGP0AZ00150,YIR011C
SPGP0AZ00110,YIR017C
SPGP0AZ00100,YIR018W
SPGP0BC00150,YIR028W
SPGP0BC00160,YIR029W
SPGP0BC00200,YIR033W
SPGP0BY00100,YIR034C
SPGP0AK00100,YDR542W
SPGP0X00100,YHL044W
SPGP0X00110,YHL043W
SPGP0X00120,YHL040C
SPGP0X00130,YHL039W
SPGP0X00140,YHL038C
SPGP0X00150,YHL036W
SPGP0X00160,YHL035C
SPGP0X00170,YHL034C
SPGP0X00180,YHL033C
SPGP0X00190,YHL032C
SPGP0X00200,YHL031C
SPGP0X00210,YHL030W
SPGP0X00220,YHL029C
SPGP0X00230,YHL028W
SPGP0X00240,YHL027W
SPGP0X00250,YHL026C
SPGP0X00260,YHL025W
SPGP0X00270,YHL024W
SPGP0X00280,YHL023C
SPGP0X00290,YHL022C
SPGP0X00300,YHL021C
SPGP0X00310,YHL020C
SPGP0X00320,YHL019C
SPGP0X00330,YHL018W
SPGP0X00340,YHL017W
SPGP0X00350,YHL016C
SPGP0X00360,YHL015W
SPGP0X00370,YHL014C
SPGP0X00380,YHL013C
SPGP0X00390,YHL012W
SPGP0X00400,YHL011C
SPGP0X00410,YHL010C
SPGP0X00420,YHL009C
SPGP0X00430,YHL008C
SPGP0X00450,YHL006C
SPGP0X00460,YHL004W
SPGP0X00470,YHL003C
SPGP0X00480,YHL002W
SPGP0X00500,YHR001W
SPGP0X00510,YHR001W-A
SPGP0X00520,YHR002W
SPGP0X00530,YHR003C
SPGP0X00540,YHR004C
SPGP0X00550,YHR005C
SPGP0X00560,YHR005C-A
SPGP0X00570,YHR006W
SPGP0X00580,YHR007C
SPGP0X00590,YHR008C
SPGP0X00600,YHR009C
SPGP0X00610,YHR010W
SPGP0X00620,YHR011W
SPGP0X00630,YHR012W
SPGP0X00640,YHR013C
SPGP0X00650,YHR014W
SPGP0X00720,YHR022C
SPGP0X00740,YHR024C
SPGP0X00790,YHR029C
SPGP0X00810,YHR031C
SPGP0X00840,YHR034C
SPGP0X00850,YHR035W
SPGP0X00880,YHR038W
SPGP0X00920,YHR041C
SPGP0X00940,YHR044C
SPGP0X00950,YHR045W
SPGP0X00960,YHR046C
SPGP0X00980,YHR048W
SPGP0X00990,YHR049W
SPGP0X01000,YHR050W
SPGP0X01030,YHR055C
SPGP0X01050,YHR057C
SPGP0X01060,YHR058C
SPGP0X01080,YHR060W
SPGP0X01090,YHR061C
SPGP0X01100,YHR062C
SPGP0X01140,YHR066W
SPGP0X01150,YHR067W
SPGP0X01180,YHR070W
SPGP0X01190,YHR071W
SPGP0X01200,YHR072W
SPGP0X01210,YHR072W-A
SPGP0X01220,YHR073W
SPGP0X01250,YHR076W
SPGP0X01270,YHR078W
SPGP0X01290,YHR079C-A
SPGP0X01300,YHR080C
SPGP0X01310,YHR081W
SPGP0X01330,YHR083W
SPGP0X01380,YHR088W
SPGP0X01410,YHR091C
SPGP0X01430,YHR093W
SPGP0X01460,YHR097C
SPGP0X01500,YHR100C
SPGP0X01510,YHR101C
SPGP0X01530,YHR103W
SPGP0X01540,YHR104W
SPGP0X01550,YHR105W
SPGP0X01560,YHR106W
SPGP0X01580,YHR108W
SPGP0X01590,YHR109W
SPGP0X01600,YHR110W
SPGP0X01610,YHR111W
SPGP0X01620,YHR112C
SPGP0X01630,YHR113W
SPGP0X01650,YHR115C
SPGP0X01660,YHR116W
SPGP0X01670,YHR117W
SPGP0X01680,YHR118C
SPGP0X01700,YHR120W
SPGP0X01710,YHR121W
SPGP0X01720,YHR122W
SPGP0X01730,YHR123W
SPGP0X01750,YHR126C
SPGP0X01760,YHR127W
SPGP0X01790,YHR131C
SPGP0X01820,YHR133C
SPGP0X01830,YHR134W
SPGP0X01840,YHR135C
SPGP0X01850,YHR136C
SPGP0X01860,YHR137W
SPGP0X01870,YHR138C
SPGP0X01880,YHR139C
SPGP0X01890,YHR140W
SPGP0X01900,YHR141C
SPGP0X01920,YHR143W
SPGP0X01930,YHR143W-A
SPGP0X01940,YHR144C
SPGP0X01950,YHR146W
SPGP0E00830,YGR210C
SPGP0IU00100,YPL245W
SPGP0IV00100,YIR004W
SPGP0Y00100,YGR108W
SPGP0Y00110,YGR109C
SPGP0Y00120,YGR110W
SPGP0Y00130,YGR111W
SPGP0Y00140,YGR112W
SPGP0Y00150,YGR113W
SPGP0Y00160,YGR116W
SPGP0Y00170,YGR117C
SPGP0Y00180,YGR118W
SPGP0Y00190,YGR119C
SPGP0Y00200,YGR120C
SPGP0Y00210,YGR121C
SPGP0Y00220,YGR122W
SPGP0Y00230,YGR123C
SPGP0Y00240,YGR124W
SPGP0Y00250,YGR125W
SPGP0Y00260,YGR126W
SPGP0Y00270,YGR127W
SPGP0Y00280,YGR128C
SPGP0Y00290,YGR129W
SPGP0Y00300,YGR130C
SPGP0Y00310,YGR131W
SPGP0Y00320,YGR132C
SPGP0Y00330,YGR133W
SPGP0Y00340,YGR134W
SPGP0Y00350,YGR135W
SPGP0Y00360,YGR136W
SPGP0Y00370,YGR138C
SPGP0Y00380,YGR140W
SPGP0Y00390,YGR141W
SPGP0Y00400,YGR142W
SPGP0Y00410,YGR143W
SPGP0Y00420,YGR144W
SPGP0Y00430,YGR145W
SPGP0Y00440,YGR146C
SPGP0Y00450,YGR147C
SPGP0Y00460,YGR148C
SPGP0Y00470,YGR149W
SPGP0Y00480,YGR150C
SPGP0Y00490,YGR152C
SPGP0Y00500,YGR153W
SPGP0Y00510,YGR154C
SPGP0Y00520,YGR155W
SPGP0Y00530,YGR156W
SPGP0Y00540,YGR157W
SPGP0Y00550,YGR158C
SPGP0Y00560,YGR159C
SPGP0Y00570,YGR161C
SPGP0Y00580,YGR162W
SPGP0Y00590,YGR163W
SPGP0Y00600,YGR165W
SPGP0Y00610,YGR166W
SPGP0Y00620,YGR167W
SPGP0Y00630,YGR168C
SPGP0Y00640,YGR169C
SPGP0Y00650,YGR169C-A
SPGP0Y00660,YGR170W
SPGP0Y00670,YGR171C
SPGP0Y00680,YGR172C
SPGP0Y00690,YGR173W
SPGP0Y00700,YGR174C
SPGP0Y00710,YGR177C
SPGP0Y00720,YGR178C
SPGP0Y00730,YGR179C
SPGP0Y00740,YGR180C
SPGP0Y00770,YGR184C
SPGP0Y00780,YGR185C
SPGP0Y00790,YGR186W
SPGP0Y00800,YGR187C
SPGP0Y00810,YGR188C
SPGP0Y00820,YGR189C
SPGP0Y00830,YGR191W
SPGP0Y00840,YGR192C
SPGP0Y00850,YGR193C
SPGP0Y00860,YGR194C
SPGP0Y00870,YGR195W
SPGP0Y00880,YGR196C
SPGP0Y00890,YGR197C
SPGP0Y00900,YGR198W
SPGP0Y00910,YGR199W
SPGP0Y00920,YGR200C
SPGP0Y00930,YGR201C
SPGP0Y00940,YGR202C
SPGP0Y00950,YGR203W
SPGP0Y00960,YGR204W
SPGP0Y00970,YGR205W
SPGP0Y00980,YGR206W
SPGP0Y00990,YGR207C
SPGP0Y01000,YGR208W
SPGP0E00840,YGR209C
SPGP0Y01020,YGR211W
SPGP0Y01030,YGR212W
SPGP0Y01040,YGR213C
SPGP0Y01050,YGR214W
SPGP0Y01060,YGR215W
SPGP0Y01070,YGR216C
SPGP0Y01080,YGR217W
SPGP0Y01090,YGR218W
SPGP0Y01100,YGR220C
SPGP0Y01110,YGR221C
SPGP0Y01120,YGR222W
SPGP0Y01130,YGR223C
SPGP0Y01140,YGR224W
SPGP0Y01150,YGR225W
SPGP0Y01160,YGR227W
SPGP0Y01170,YGR229C
SPGP0Y01180,YGR230W
SPGP0Y01190,YGR231C
SPGP0Y01200,YGR232W
SPGP0Y01210,YGR233C
SPGP0Y01220,YGR234W
SPGP0Y01230,YGR235C
SPGP0Y01240,YGR236C
SPGP0Y01250,YGR237C
SPGP0Y01260,YGR238C
SPGP0Y01270,YGR239C
SPGP0Y01280,YGR240C
SPGP0Y01290,YGR241C
SPGP0Y01300,YGR243W
SPGP0Y01310,YGR244C
SPGP0Y01320,YGR245C
SPGP0Y01330,YGR246C
SPGP0Y01340,YGR247W
SPGP0Y01350,YGR248W
SPGP0Y01360,YGR249W
SPGP0Y01370,YGR250C
SPGP0Y01380,YGR251W
SPGP0Y01390,YGR252W
SPGP0Y01400,YGR253C
SPGP0Y01410,YGR254W
SPGP0Y01420,YGR255C
SPGP0Y01430,YGR256W
SPGP0Y01440,YGR257C
SPGP0Y01450,YGR258C
SPGP0Y01460,YGR260W
SPGP0Y01470,YGR261C
SPGP0Y01480,YGR262C
SPGP0Y01490,YGR263C
SPGP0Y01500,YGR264C
SPGP0Y01510,YGR266W
SPGP0Y01520,YGR267C
SPGP0Y01530,YGR268C
SPGP0Y01540,YGR270W
SPGP0Y01550,YGR271W
SPGP0Y01560,YGR271C-A
SPGP0Y01570,YGR273C
SPGP0Y01580,YGR274C
SPGP0Y01590,YGR275W
SPGP0Y01600,YGR276C
SPGP0Y01610,YGR277C
SPGP0Y01620,YGR278W
SPGP0Y01630,YGR279C
SPGP0Y01640,YGR280C
SPGP0Y01650,YGR281W
SPGP0Y01660,YGR282C
SPGP0Y01670,YGR283C
SPGP0Y01680,YGR284C
SPGP0Y01690,YGR285C
SPGP0JE00100,YCR063W
SPGP0Z00110,YKL026C
SPGP0Z00140,YKL029C
SPGP0Z00170,YKL033W-A
SPGP0Z00200,YKL038W
SPGP0Z00230,YKL041W
SPGP0Z00250,YKL043W
SPGP0Z00260,YKL045W
SPGP0Z00290,YKL048C
SPGP0Z00300,YKL049C
SPGP0Z00310,YKL050C
SPGP0Z00320,YKL051W
SPGP0Z00330,YKL052C
SPGP0Z00340,YKL053C-A
SPGP0Z00360,YKL055C
SPGP0Z00400,YKL059C
SPGP0Z00420,YKL061W
SPGP0Z00440,YKL063C
SPGP0Z00450,YKL064W
SPGP0Z00460,YKL065C
SPGP0Z00470,YKL065W-A
SPGP0Z00480,YKL067W
SPGP0Z00490,YKL068W
SPGP0Z00500,YKL068W-A
SPGP0Z00510,YKL069W
SPGP0Z00520,YKL070W
SPGP0Z00530,YKL071W
SPGP0Z00540,YKL072W
SPGP0Z00550,YKL073W
SPGP0Z00560,YKL074C
SPGP0Z00580,YKL077W
SPGP0Z00600,YKL079W
SPGP0Z00640,YKL084W
SPGP0Z00650,YKL085W
SPGP0Z00670,YKL087C
SPGP0Z00700,YKL090W
SPGP0Z00710,YKL091C
SPGP0Z00730,YKL093W
SPGP0Z00760,YKL096W
SPGP0Z00770,YKL098W
SPGP0Z00790,YKL100C
SPGP0Z00830,YKL105C
SPGP0Z00850,YKL107W
SPGP0Z00860,YKL108W
SPGP0Z00870,YKL109W
SPGP0Z00880,YKL110C
SPGP0Z00940,YKL119C
SPGP0Z00970,YKL122C
SPGP0Z01000,YKL126W
SPGP0Z01020,YKL128C
SPGP0Z01040,YKL130C
SPGP0Z01050,YKL132C
SPGP0Z01060,YKL133C
SPGP0Z01070,YKL134C
SPGP0Z01090,YKL137W
SPGP0Z01110,YKL138C-A
SPGP0Z01120,YKL139W
SPGP0Z01130,YKL140W
SPGP0Z01140,YKL141W
SPGP0Z01170,YKL144C
SPGP0Z01210,YKL149C
SPGP0Z01220,YKL150W
SPGP0Z01230,YKL151C
SPGP0Z01250,YKL154W
SPGP0Z01260,YKL155C
SPGP0Z01290,YKL159C
SPGP0Z01300,YKL160W
SPGP0Z01310,YKL161C
SPGP0Z01320,YKL162C
SPGP0Z01330,YKL162C-A
SPGP0Z01340,YKL163W
SPGP0Z01350,YKL164C
SPGP0Z01380,YKL167C
SPGP0Z01390,YKL168C
SPGP0Z01400,YKL170W
SPGP0Z01420,YKL172W
SPGP0Z01430,YKL173W
SPGP0Z01440,YKL174C
SPGP0Z01450,YKL175W
SPGP0Z01460,YKL176C
SPGP0Z01530,YKL184W
SPGP0Z01550,YKL186C
SPGP0Z01590,YKL190W
SPGP0Z01600,YKL191W
SPGP0Z01610,YKL192C
SPGP0Z01620,YKL193C
SPGP0Z01640,YKL195W
SPGP0Z01670,YKL198C
SPGP0Z01720,YKL206C
SPGP0Z01730,YKL207W
SPGP0Z01740,YKL208W
SPGP0KB00100,YNL090W
SPGP0G01260,YMR186W
SPGP0AA00150,YPL236C
SPGP0AA00190,YPL232W
SPGP0AA00210,YPL230W
SPGP0AA00220,YPL229W
SPGP0AA00260,YPL225W
SPGP0AA00270,YPL224C
SPGP0AA00280,YPL223C
SPGP0AA00290,YPL222W
SPGP0AA00310,YPL220W
SPGP0AA00350,YPL216W
SPGP0AA00360,YPL215W
SPGP0AA00380,YPL213W
SPGP0AA00410,YPL210C
SPGP0AA00430,YPL208W
SPGP0AA00450,YPL206C
SPGP0AA00480,YPL202C
SPGP0AA00500,YPL200W
SPGP0AA00510,YPL199C
SPGP0AA00560,YPL193W
SPGP0AA00570,YPL192C
SPGP0AA00600,YPL189C-A
SPGP0AA00610,YPL189W
SPGP0AA00630,YPL187W
SPGP0AA00640,YPL186C
SPGP0AA00660,YPL183W-A
SPGP0AA00670,YPL183C
SPGP0AA00680,YPL181W
SPGP0AA00690,YPL180W
SPGP0AA00720,YPL177C
SPGP0AA00730,YPL176C
SPGP0AA00750,YPL174C
SPGP0AA00760,YPL173W
SPGP0AA00780,YPL171C
