Homologs_list	parentB-like content	hybrid content	parentA-like content
XP_018221896.1; YHR114W	XP_018221896.1		YHR114W
XP_018221901.1; YHR119W	XP_018221901.1		YHR119W
XP_018221905.1; YHR124W	XP_018221905.1		YHR124W
XP_018221908.1; YHR128W	XP_018221908.1		YHR128W
XP_018221909.1; YHR129C	XP_018221909.1		YHR129C
XP_018221911.1; YHR132C	XP_018221911.1		YHR132C
XP_018221912.1; YHR132W-A	XP_018221912.1		YHR132W-A
XP_018221920.1; YHR142W	XP_018221920.1		YHR142W
XP_018221925.1; YHR147C	XP_018221925.1		YHR147C
XP_018221926.1; YHR148W	XP_018221926.1		YHR148W
XP_018221927.1; YHR149C	XP_018221927.1		YHR149C
XP_018221933.1; YHR155W	XP_018221933.1		YHR155W
XP_018221942.1; YHR164C	XP_018221942.1		YHR164C
XP_018221944.1; YHR165C	XP_018221944.1		YHR165C
SPGP0FDtrna1A; DI49_3564; SPGP0Etrna34A; SPGP0Dtrna22A; SPGP0Ctrna3A; SPGP0AItrna15A; SPGP0Vtrna9A; SPGP0Utrna18A; SPGP0GLtrna2A; SPGP0Qtrna8A; SPGP0Ytrna17A	DI49_3564	SPGP0FDtrna1A; SPGP0Etrna34A; SPGP0Dtrna22A; SPGP0Ctrna3A; SPGP0AItrna15A; SPGP0Vtrna9A; SPGP0Utrna18A; SPGP0GLtrna2A; SPGP0Qtrna8A; SPGP0Ytrna17A	
YKL221W; SPGP0JI00100		SPGP0JI00100	YKL221W
XP_018221129.1; YKR100C	XP_018221129.1		YKR100C
XP_018221128.1; YKR099W	XP_018221128.1		YKR099W
XP_018221126.1; YKR097W	XP_018221126.1		YKR097W
XP_018221123.1; YKR095W	XP_018221123.1		YKR095W
SPGP0P00200; YKR094C; YIL148W; XP_018221475.1; YLR167W; XP_018220586.1; YLL039C; SPGP0C00310	XP_018221475.1; XP_018220586.1	SPGP0P00200; SPGP0C00310	YKR094C; YIL148W; YLR167W; YLL039C
XP_018221122.1; YKR093W	XP_018221122.1		YKR093W
XP_018221115.1; YKR086W	XP_018221115.1		YKR086W
XP_018221111.1; YKR082W	XP_018221111.1		YKR082W
XP_018221110.1; YKR081C	XP_018221110.1		YKR081C
XP_018221109.1; YKR080W	XP_018221109.1		YKR080W
XP_018221100.1; YKR070W	XP_018221100.1		YKR070W
XP_018221099.1; YKR069W	XP_018221099.1		YKR069W
XP_018221097.1; YKR067W	XP_018221097.1		YKR067W
SPGP0P00490; YKR064W		SPGP0P00490	YKR064W
XP_018221094.1; YKR063C	XP_018221094.1		YKR063C
XP_018221093.1; YKR062W	XP_018221093.1		YKR062W
XP_018221092.1; YKR061W	XP_018221092.1		YKR061W
XP_018221091.1; YKR060W	XP_018221091.1		YKR060W
XP_018221085.1; YKR054C	XP_018221085.1		YKR054C
XP_018221083.1; YKR052C	XP_018221083.1		YKR052C
XP_018221081.1; YKR050W	XP_018221081.1		YKR050W
XP_018221078.1; YKR046C	XP_018221078.1		YKR046C
XP_018221075.1; YKR043C	XP_018221075.1		YKR043C
XP_018221073.1; YKR041W	XP_018221073.1		YKR041W
XP_018221072.1; YKR039W	XP_018221072.1		YKR039W
XP_018221070.1; YKR037C	XP_018221070.1		YKR037C
XP_018221068.1; YKR035W-A	XP_018221068.1		YKR035W-A
XP_018221067.1; YKR034W	XP_018221067.1		YKR034W
XP_018221066.1; YKR031C	XP_018221066.1		YKR031C
XP_018221064.1; YKR029C	XP_018221064.1		YKR029C
XP_018221063.1; YKR028W	XP_018221063.1		YKR028W
XP_018221061.1; YKR026C	XP_018221061.1		YKR026C
XP_018221059.1; YKR024C	XP_018221059.1		YKR024C
XP_018221058.1; YKR023W	XP_018221058.1		YKR023W
XP_018221054.1; YKR019C	XP_018221054.1		YKR019C
XP_018221053.1; YKR018C	XP_018221053.1		YKR018C
XP_018221051.1; YKR016W	XP_018221051.1		YKR016W
XP_018221050.1; SPGP0AD00940	XP_018221050.1	SPGP0AD00940	
XP_018221049.1; YKR014C	XP_018221049.1		YKR014C
XP_018221046.1; YKR010C	XP_018221046.1		YKR010C
XP_018221044.1; YKR008W	XP_018221044.1		YKR008W
XP_018221038.1; YKR002W	XP_018221038.1		YKR002W
XP_018221037.1; YKR001C	XP_018221037.1		YKR001C
XP_018221036.1; YKL001C	XP_018221036.1		YKL001C
XP_018221035.1; YKL002W	XP_018221035.1		YKL002W
XP_018221033.1; YKL004W	XP_018221033.1		YKL004W
XP_018221031.1; XP_018219236.1; YKL006W; SPGP0X00490	XP_018221031.1; XP_018219236.1	SPGP0X00490	YKL006W
XP_018221030.1; YKL006C-A	XP_018221030.1		YKL006C-A
XP_018221027.1; YKL009W	XP_018221027.1		YKL009W
XP_018221026.1; YKL010C	XP_018221026.1		YKL010C
XP_018221022.1; YKL014C	XP_018221022.1		YKL014C
XP_018221021.1; YKL015W	XP_018221021.1		YKL015W
XP_018221020.1; YKL016C	XP_018221020.1		YKL016C
XP_018221018.1; YKL018W	XP_018221018.1		YKL018W
XP_018221017.1; YKL018C-A	XP_018221017.1		YKL018C-A
XP_018221015.1; YKL020C; YIR033W	XP_018221015.1		YKL020C; YIR033W
XP_018221014.1; YKL021C	XP_018221014.1		YKL021C
XP_018221013.1; YKL022C	XP_018221013.1		YKL022C
XP_018221010.1; YKL024C	XP_018221010.1		YKL024C
XP_018221009.1; YKL025C	XP_018221009.1		YKL025C
XP_018221007.1; YKL027W	XP_018221007.1		YKL027W
XP_018221006.1; YKL028W	XP_018221006.1		YKL028W
XP_018221004.1; YKL032C	XP_018221004.1		YKL032C
XP_018221003.1; YKL033W	XP_018221003.1		YKL033W
XP_018221001.1; YKL034W	XP_018221001.1		YKL034W
XP_018221000.1; YKL035W	XP_018221000.1		YKL035W
XP_018220998.1; YKL039W	XP_018220998.1		YKL039W
XP_018220997.1; YKL040C	XP_018220997.1		YKL040C
XP_018220995.1; YKL042W	XP_018220995.1		YKL042W
XP_018220992.1; YKL046C	XP_018220992.1		YKL046C
XP_018220991.1; YKL047W	XP_018220991.1		YKL047W
XP_018220985.1; YKL054C	XP_018220985.1		YKL054C
XP_018220983.1; YKL056C	XP_018220983.1		YKL056C
XP_018220982.1; YKL057C	XP_018220982.1		YKL057C
XP_018220981.1; YKL058W	XP_018220981.1		YKL058W
XP_018220979.1; YKL060C	XP_018220979.1		YKL060C
XP_018220977.1; YKL062W	XP_018220977.1		YKL062W
SPGP0Ptrna5H; DI49_4134; SPGP0Etrna14H; SPGP0Qtrna2H; SPGP0Qtrna1H; SPGP0Ftrna9H; SPGP0Gtrna12H; SPGP0Ztrna8H; SPGP0Xtrna7H; SPGP0Vtrna4H; SPGP0Vtrna3H; SPGP0Rtrna6H; SPGP0FYtrna10H; SPGP0AKtrna11H	DI49_4134	SPGP0Ptrna5H; SPGP0Etrna14H; SPGP0Qtrna2H; SPGP0Qtrna1H; SPGP0Ftrna9H; SPGP0Gtrna12H; SPGP0Ztrna8H; SPGP0Xtrna7H; SPGP0Vtrna4H; SPGP0Vtrna3H; SPGP0Rtrna6H; SPGP0FYtrna10H; SPGP0AKtrna11H	
XP_018220965.1; YKL075C	XP_018220965.1		YKL075C
XP_018220963.1; YKL078W	XP_018220963.1		YKL078W
XP_018220961.1; YKL080W	XP_018220961.1		YKL080W
XP_018220960.1; YKL082C	XP_018220960.1		YKL082C
XP_018220957.1; YKL086W	XP_018220957.1		YKL086W
XP_018220955.1; YKL088W	XP_018220955.1		YKL088W
XP_018220954.1; YKL089W	XP_018220954.1		YKL089W
XP_018220951.1; YKL092C	XP_018220951.1		YKL092C
XP_018220949.1; YKL094W	XP_018220949.1		YKL094W
XP_018220948.1; YKL095W	XP_018220948.1		YKL095W
XP_018220944.1; YKL099C	XP_018220944.1		YKL099C
XP_018220942.1; YKL101W	XP_018220942.1		YKL101W
XP_018220941.1; YKL103C	XP_018220941.1		YKL103C
XP_018220940.1; YKL104C	XP_018220940.1		YKL104C
XP_018220938.1; YKL106W	XP_018220938.1		YKL106W
XP_018220933.1; YKL112W	XP_018220933.1		YKL112W
XP_018220932.1; YKL113C	XP_018220932.1		YKL113C
XP_018220931.1; YKL114C	XP_018220931.1		YKL114C
XP_018220930.1; YKL116C	XP_018220930.1		YKL116C
XP_018220927.1; YKL120W	XP_018220927.1		YKL120W
XP_018220926.1; YKL121W	XP_018220926.1		YKL121W
XP_018220924.1; YKL124W	XP_018220924.1		YKL124W
XP_018220923.1; YKL125W	XP_018220923.1		YKL125W
XP_018220921.1; YKL127W; XP_018220161.1; YMR105C	XP_018220921.1; XP_018220161.1		YKL127W; YMR105C
XP_018220919.1; YKL129C; XP_018220165.1; YMR109W	XP_018220919.1; XP_018220165.1		YKL129C; YMR109W
XP_018220915.1; YKL134C	XP_018220915.1		YKL134C
XP_018220912.1; YKL138C	XP_018220912.1		YKL138C
XP_018220907.1; YKL142W	XP_018220907.1		YKL142W
XP_018220906.1; YKL143W	XP_018220906.1		YKL143W
XP_018220904.1; YKL145W	XP_018220904.1		YKL145W
XP_018220903.1; YKL146W	XP_018220903.1		YKL146W
XP_018220902.1; YKL148C	XP_018220902.1		YKL148C
XP_018220898.1; YKL152C	XP_018220898.1		YKL152C
XP_018220895.1; YKL156W	XP_018220895.1		YKL156W
SPGP0P02560; YKL157W		SPGP0P02560	YKL157W
XP_018220887.1; YKL165C	XP_018220887.1		YKL165C
XP_018220886.1; YKL166C	XP_018220886.1		YKL166C
XP_018220882.1; YKL171W	XP_018220882.1		YKL171W
XP_018220876.1; YKL178C	XP_018220876.1		YKL178C
XP_018220875.1; YKL179C	XP_018220875.1		YKL179C
XP_018220873.1; YKL181W	XP_018220873.1		YKL181W
XP_018220872.1; YKL182W	XP_018220872.1		YKL182W
XP_018220871.1; YKL183W	XP_018220871.1		YKL183W
XP_018220869.1; YKL185W	XP_018220869.1		YKL185W
XP_018220867.1; YKL187C	XP_018220867.1		YKL187C
XP_018220860.1; YKL194C	XP_018220860.1		YKL194C
XP_018220859.1; YKL196C	XP_018220859.1		YKL196C
XP_018220858.1; YKL197C	XP_018220858.1		YKL197C
XP_018220854.1; YKL204W	XP_018220854.1		YKL204W
SPGP0P02980; YKL205W		SPGP0P02980	YKL205W
SPGP0Ptrna13T; DI49_3176	DI49_3176	SPGP0Ptrna13T	
XP_018220850.1; YKL209C	XP_018220850.1		YKL209C
XP_018220849.1; YKL210W	XP_018220849.1		YKL210W
XP_018220848.1; YKL211C	XP_018220848.1		YKL211C
XP_018220847.1; YKL212W	XP_018220847.1		YKL212W
SPGP0P03080; YKL215C		SPGP0P03080	YKL215C
XP_018220844.1; YKL216W	XP_018220844.1		YKL216W
YER188W; SPGP0AM00590		SPGP0AM00590	YER188W
XP_018221133.1; YOL155C; XP_018223460.1	XP_018221133.1; XP_018223460.1		YOL155C
XP_018222847.1; YGL256W	XP_018222847.1		YGL256W
XP_018222846.1; YER183C	XP_018222846.1		YER183C
XP_018222841.1; YER178W	XP_018222841.1		YER178W
XP_018222840.1; YER177W; XP_018223666.1; YDR099W	XP_018222840.1; XP_018223666.1		YER177W; YDR099W
XP_018222837.1; YER173W	XP_018222837.1		YER173W
XP_018222836.1; YER172C	XP_018222836.1		YER172C
XP_018222835.1; YER171W	XP_018222835.1		YER171W
SPGP0Q00260; YER169W		SPGP0Q00260	YER169W
XP_018222831.1; YER167W	XP_018222831.1		YER167W
XP_018222830.1; YER166W; XP_018223662.1; YDR093W	XP_018222830.1; XP_018223662.1		YER166W; YDR093W
XP_018222829.1; YER165W	XP_018222829.1		YER165W
XP_018222828.1; YER164W	XP_018222828.1		YER164W
XP_018222824.1; YER158C	XP_018222824.1		YER158C
XP_018222823.1; YER157W	XP_018222823.1		YER157W
XP_018222821.1; YER155C	XP_018222821.1		YER155C
XP_018222820.1; YER154W	XP_018222820.1		YER154W
XP_018222818.1; YER152C	XP_018222818.1		YER152C
XP_018222817.1; YER151C	XP_018222817.1		YER151C
XP_018222814.1; YER148W	XP_018222814.1		YER148W
XP_018222811.1; YER145C	XP_018222811.1		YER145C
XP_018222808.1; YER142C	XP_018222808.1		YER142C
XP_018222807.1; YER141W	XP_018222807.1		YER141W
XP_018222805.1; YER139C	XP_018222805.1		YER139C
XP_018222804.1; XP_018221216.1; SPGP0Q00580; SPGP0JD00100	XP_018222804.1; XP_018221216.1	SPGP0Q00580; SPGP0JD00100	
XP_018222801.1; YER136W	XP_018222801.1		YER136W
XP_018222798.1; YER132C	XP_018222798.1		YER132C
XP_018222797.1; YER131W; YGL189C	XP_018222797.1		YER131W; YGL189C
XP_018222795.1; YER129W	XP_018222795.1		YER129W
XP_018222793.1; YER127W	XP_018222793.1		YER127W
XP_018222792.1; YER126C	XP_018222792.1		YER126C
XP_018222791.1; YER125W	XP_018222791.1		YER125W
XP_018222789.1; YER123W	XP_018222789.1		YER123W
XP_018222788.1; YER122C	XP_018222788.1		YER122C
XP_018222787.1; YER120W	XP_018222787.1		YER120W
XP_018222785.1; YER118C	XP_018222785.1		YER118C
XP_018222781.1; YER114C	XP_018222781.1		YER114C
XP_018222778.1; YER111C	XP_018222778.1		YER111C
XP_018222777.1; YER110C	XP_018222777.1		YER110C
XP_018222776.1; YER109C	XP_018222776.1		YER109C
XP_018222775.1; YER107C	XP_018222775.1		YER107C
XP_018222773.1; YER105C	XP_018222773.1		YER105C
XP_018222764.1; YER095W	XP_018222764.1		YER095W
XP_018222763.1; YER094C	XP_018222763.1		YER094C
XP_018222760.1; YER091C	XP_018222760.1		YER091C
XP_018222759.1; YER090W	XP_018222759.1		YER090W
XP_018222754.1; YER087W	XP_018222754.1		YER087W
XP_018222753.1; YER086W	XP_018222753.1		YER086W
XP_018222751.1; YER083C	XP_018222751.1		YER083C
XP_018222750.1; YER082C	XP_018222750.1		YER082C
XP_018222749.1; YER081W; XP_018221542.1; YIL074C	XP_018222749.1; XP_018221542.1		YER081W; YIL074C
XP_018222748.1; YER080W	XP_018222748.1		YER080W
XP_018222747.1; YER079W	XP_018222747.1		YER079W
XP_018222746.1; YER078C	XP_018222746.1		YER078C
XP_018222745.1; YER077C	XP_018222745.1		YER077C
XP_018222744.1; YER075C	XP_018222744.1		YER075C
XP_018222742.1; YER074W; XP_018221547.1; YIL069C	XP_018222742.1; XP_018221547.1		YER074W; YIL069C
XP_018222741.1; YER073W	XP_018222741.1		YER073W
XP_018222740.1; YER072W	XP_018222740.1		YER072W
XP_018222739.1; YER071C	XP_018222739.1		YER071C
XP_018222738.1; YER070W; YIL066C; XP_018221550.1	XP_018222738.1; XP_018221550.1		YER070W; YIL066C
XP_018222737.1; YER069W	XP_018222737.1		YER069W
SPGP0Q01280; XP_018222528.1	XP_018222528.1	SPGP0Q01280	
XP_018222734.1; YER065C	XP_018222734.1		YER065C
XP_018222733.1; YER064C	XP_018222733.1		YER064C
XP_018222731.1; YIL053W; XP_018221558.1	XP_018222731.1; XP_018221558.1		YIL053W
XP_018222730.1; YER061C	XP_018222730.1		YER061C
XP_018222729.1; XP_018222724.1; YER056C; XP_018222728.1; YER060W	XP_018222729.1; XP_018222724.1; XP_018222728.1		YER056C; YER060W
XP_018222727.1; YER059W	XP_018222727.1		YER059W
SPGP0Q01390; YER056C-A; SPGP0W01130; YIL052C		SPGP0Q01390; SPGP0W01130	YER056C-A; YIL052C
XP_018222721.1; YER053C-A	XP_018222721.1		YER053C-A
XP_018222720.1; YER053C	XP_018222720.1		YER053C
XP_018222719.1; YER052C	XP_018222719.1		YER052C
XP_018222716.1; YER049W	XP_018222716.1		YER049W
XP_018222714.1; YER048C	XP_018222714.1		YER048C
XP_018222709.1; YER044C	XP_018222709.1		YER044C
XP_018222708.1; YER043C	XP_018222708.1		YER043C
XP_018222707.1; YER042W	XP_018222707.1		YER042W
XP_018222705.1; YER040W	XP_018222705.1		YER040W
XP_018222704.1; YER039C	XP_018222704.1		YER039C
XP_018222701.1; YER036C	XP_018222701.1		YER036C
XP_018222696.1; YER031C	XP_018222696.1		YER031C
XP_018222692.1; YER027C	XP_018222692.1		YER027C
XP_018222690.1; YER025W	XP_018222690.1		YER025W
XP_018222689.1; YER024W	XP_018222689.1		YER024W
XP_018222686.1; YER021W	XP_018222686.1		YER021W
XP_018222685.1; YER020W	XP_018222685.1		YER020W
XP_018222683.1; YER019W	XP_018222683.1		YER019W
XP_018222681.1; YER017C	XP_018222681.1		YER017C
XP_018222677.1; YER014W	XP_018222677.1		YER014W
XP_018222671.1; YER008C	XP_018222671.1		YER008C
XP_018222669.1; SPGP0V00870	XP_018222669.1	SPGP0V00870	
SPGP0Q01960; YER006W		SPGP0Q01960	YER006W
XP_018222667.1; YER005W	XP_018222667.1		YER005W
XP_018222665.1; YER003C	XP_018222665.1		YER003C
SPGP0Q02010; YER001W		SPGP0Q02010	YER001W
XP_018222662.1; YEL002C	XP_018222662.1		YEL002C
XP_018222658.1; YEL006W	XP_018222658.1		YEL006W
XP_018222657.1; YEL007W	XP_018222657.1		YEL007W
XP_018222655.1; YEL009C	XP_018222655.1		YEL009C
XP_018222653.1; YEL021W	XP_018222653.1		YEL021W
XP_018222652.1; YEL020W-A	XP_018222652.1		YEL020W-A
XP_018222646.1; YEL016C	XP_018222646.1		YEL016C
XP_018222644.1; YEL013W	XP_018222644.1		YEL013W
XP_018222643.1; YEL012W	XP_018222643.1		YEL012W
XP_018222642.1; YEL011W	XP_018222642.1		YEL011W
XP_018222641.1; YEL022W	XP_018222641.1		YEL022W
XP_018222640.1; YEL023C	XP_018222640.1		YEL023C
XP_018222639.1; YEL024W	XP_018222639.1		YEL024W
XP_018222637.1; YEL026W	XP_018222637.1		YEL026W
XP_018222636.1; YEL027W	XP_018222636.1		YEL027W
XP_018222633.1; YEL031W	XP_018222633.1		YEL031W
XP_018222632.1; YEL032W; XP_018223325.1	XP_018222632.1; XP_018223325.1		YEL032W
XP_018222630.1; YEL036C	XP_018222630.1		YEL036C
XP_018222629.1; YEL037C	XP_018222629.1		YEL037C
XP_018222623.1; YEL043W	XP_018222623.1		YEL043W
XP_018222615.1; YEL052W	XP_018222615.1		YEL052W
XP_018222614.1; YEL053C	XP_018222614.1		YEL053C
XP_018222613.1; YEL054C; XP_018223949.1; YDR418W	XP_018222613.1; XP_018223949.1		YEL054C; YDR418W
XP_018222611.1; YEL056W	XP_018222611.1		YEL056W
XP_018222609.1; YEL058W	XP_018222609.1		YEL058W
XP_018222607.1; YEL060C	XP_018222607.1		YEL060C
XP_018222606.1; YEL061C	XP_018222606.1		YEL061C
XP_018222603.1; YEL064C	XP_018222603.1		YEL064C
XP_018222599.1; YLL061W	XP_018222599.1		YLL061W
XP_018222598.1; YLL062C	XP_018222598.1		YLL062C
YGR081C; SPGP0R00320		SPGP0R00320	YGR081C
SPGP0FZ00110; YGR080W; XP_018222290.1	XP_018222290.1	SPGP0FZ00110	YGR080W
YMR006C; XP_018220070.1; XP_018220071.1; YMR008C	XP_018220070.1; XP_018220071.1		YMR006C; YMR008C
SPGP0Rtrna16L; DI49_2066	DI49_2066	SPGP0Rtrna16L	
YGR105W; XP_018222316.1	XP_018222316.1		YGR105W
YGR103W; XP_018222314.1	XP_018222314.1		YGR103W
YGR100W; XP_018222311.1	XP_018222311.1		YGR100W
YGR098C; XP_018222309.1	XP_018222309.1		YGR098C
YGR097W; XP_018222308.1	XP_018222308.1		YGR097W
YGR094W; XP_018222305.1	XP_018222305.1		YGR094W
YGR092W; XP_018222303.1	XP_018222303.1		YGR092W
YGR090W; XP_018222301.1	XP_018222301.1		YGR090W
YGR088W; XP_018222299.1	XP_018222299.1		YGR088W
YGR084C; XP_018222294.1	XP_018222294.1		YGR084C
YGR082W; XP_018222292.1	XP_018222292.1		YGR082W
YGR079W; XP_018222289.1	XP_018222289.1		YGR079W
YGR075C; XP_018222285.1	XP_018222285.1		YGR075C
YGR072W; XP_018222283.1	XP_018222283.1		YGR072W
YGR068C; XP_018222280.1	XP_018222280.1		YGR068C
YGR067C; XP_018222279.1	XP_018222279.1		YGR067C
SPGP0R00490; XP_018222274.1	XP_018222274.1	SPGP0R00490	
YGR060W; XP_018222273.1	XP_018222273.1		YGR060W
YGR058W; XP_018222271.1	XP_018222271.1		YGR058W
YGR056W; XP_018222269.1	XP_018222269.1		YGR056W
YGR055W; XP_018222268.1	XP_018222268.1		YGR055W
YGR054W; XP_018222267.1	XP_018222267.1		YGR054W
YGR049W; XP_018222264.1	XP_018222264.1		YGR049W
YGR047C; XP_018222262.1	XP_018222262.1		YGR047C
YGR046W; XP_018222261.1	XP_018222261.1		YGR046W
YGR043C; XP_018222259.1	XP_018222259.1		YGR043C
YGR036C; XP_018222253.1	XP_018222253.1		YGR036C
YGR034W; XP_018222251.1; SPGP0C03720; YLR344W	XP_018222251.1	SPGP0C03720	YGR034W; YLR344W
YGR033C; XP_018222250.1	XP_018222250.1		YGR033C
YGR032W; XP_018222249.1; YLR342W; XP_018220734.1	XP_018222249.1; XP_018220734.1		YGR032W; YLR342W
YGR028W; XP_018222246.1	XP_018222246.1		YGR028W
YGR027C; XP_018222245.1; XP_018220728.1; YLR333C	XP_018222245.1; XP_018220728.1		YGR027C; YLR333C
YGR026W; XP_018222244.1	XP_018222244.1		YGR026W
YGR021W; XP_018222241.1	XP_018222241.1		YGR021W
YGR020C; XP_018222240.1	XP_018222240.1		YGR020C
YGR019W; XP_018222239.1	XP_018222239.1		YGR019W
YGR017W; XP_018222238.1	XP_018222238.1		YGR017W
YGR013W; XP_018222234.1	XP_018222234.1		YGR013W
YGR010W; XP_018222232.1	XP_018222232.1		YGR010W
YGR009C; XP_018222231.1	XP_018222231.1		YGR009C
YGR005C; XP_018222227.1	XP_018222227.1		YGR005C
YGR004W; XP_018222226.1	XP_018222226.1		YGR004W
YGR003W; XP_018222225.1	XP_018222225.1		YGR003W
YGR002C; XP_018222224.1	XP_018222224.1		YGR002C
YGL001C; XP_018222223.1	XP_018222223.1		YGL001C
YGL003C; XP_018222221.1	XP_018222221.1		YGL003C
YGL005C; XP_018222219.1	XP_018222219.1		YGL005C
YGL009C; XP_018222215.1	XP_018222215.1		YGL009C
YGL013C; XP_018222211.1	XP_018222211.1		YGL013C
YGL014W; XP_018222210.1	XP_018222210.1		YGL014W
YGL016W; XP_018222208.1	XP_018222208.1		YGL016W
YGL021W; XP_018222203.1	XP_018222203.1		YGL021W
YGL022W; XP_018222202.1	XP_018222202.1		YGL022W
YGL023C; XP_018222201.1	XP_018222201.1		YGL023C
YGL026C; XP_018222199.1	XP_018222199.1		YGL026C
YGL027C; XP_018222198.1	XP_018222198.1		YGL027C
YGL028C; XP_018222197.1	XP_018222197.1		YGL028C
YGL030W; XP_018222195.1	XP_018222195.1		YGL030W
YGL031C; XP_018222194.1; XP_018222356.1; YGR148C	XP_018222194.1; XP_018222356.1		YGL031C; YGR148C
YGL038C; XP_018222188.1	XP_018222188.1		YGL038C
YGL040C; XP_018222186.1	XP_018222186.1		YGL040C
YGL043W; XP_018222184.1	XP_018222184.1		YGL043W
YGL044C; XP_018222183.1	XP_018222183.1		YGL044C
YGL048C; XP_018222180.1	XP_018222180.1		YGL048C
YGL049C; XP_018222179.1	XP_018222179.1		YGL049C
YGL055W; XP_018222176.1	XP_018222176.1		YGL055W
YGL056C; XP_018222175.1	XP_018222175.1		YGL056C
YGL058W; XP_018222173.1	XP_018222173.1		YGL058W
YGL065C; XP_018222167.1	XP_018222167.1		YGL065C
YGL066W; XP_018222166.1	XP_018222166.1		YGL066W
YGL070C; XP_018222163.1	XP_018222163.1		YGL070C
YGL071W; XP_018222162.1	XP_018222162.1		YGL071W
YGL073W; XP_018222161.1	XP_018222161.1		YGL073W
YGL077C; XP_018222159.1	XP_018222159.1		YGL077C
YGL078C; XP_018222158.1	XP_018222158.1		YGL078C
YGL079W; XP_018222157.1	XP_018222157.1		YGL079W
YGL084C; XP_018222152.1	XP_018222152.1		YGL084C
YGL085W; XP_018222151.1	XP_018222151.1		YGL085W
YGL093W; XP_018222145.1	XP_018222145.1		YGL093W
YGL094C; XP_018222144.1	XP_018222144.1		YGL094C
YGL097W; XP_018222141.1	XP_018222141.1		YGL097W
YGL098W; XP_018222139.1	XP_018222139.1		YGL098W
YGL099W; XP_018222138.1	XP_018222138.1		YGL099W
YGL100W; XP_018222137.1	XP_018222137.1		YGL100W
YGL103W; XP_018222135.1	XP_018222135.1		YGL103W
YGL105W; XP_018222133.1	XP_018222133.1		YGL105W
YGL107C; XP_018222131.1	XP_018222131.1		YGL107C
YGL112C; XP_018222127.1	XP_018222127.1		YGL112C
YGL115W; XP_018222124.1	XP_018222124.1		YGL115W
YGL116W; XP_018222123.1	XP_018222123.1		YGL116W
YGL120C; XP_018222120.1	XP_018222120.1		YGL120C
YGL122C; XP_018222118.1	XP_018222118.1		YGL122C
YGL123W; XP_018222117.1	XP_018222117.1		YGL123W
YGL125W; XP_018222115.1	XP_018222115.1		YGL125W
YGL128C; XP_018222112.1	XP_018222112.1		YGL128C
YGL129C; XP_018222111.1	XP_018222111.1		YGL129C
YGL131C; XP_018222109.1	XP_018222109.1		YGL131C
YGL136C; XP_018222105.1	XP_018222105.1		YGL136C
YGL137W; XP_018222104.1	XP_018222104.1		YGL137W
YGL139W; XP_018222102.1	XP_018222102.1		YGL139W
YGL140C; XP_018222101.1	XP_018222101.1		YGL140C
YGL141W; XP_018222100.1	XP_018222100.1		YGL141W
YGL142C; XP_018222099.1	XP_018222099.1		YGL142C
YGL144C; XP_018222097.1	XP_018222097.1		YGL144C
YGL150C; XP_018222092.1	XP_018222092.1		YGL150C
YGL151W; XP_018222091.1	XP_018222091.1		YGL151W
YGL156W; XP_018222087.1	XP_018222087.1		YGL156W
YGL167C; XP_018222076.1	XP_018222076.1		YGL167C
YGL170C; XP_018222074.1	XP_018222074.1		YGL170C
YGL171W; XP_018222073.1	XP_018222073.1		YGL171W
YGL172W; XP_018222072.1	XP_018222072.1		YGL172W
SPGP0R02540; SPGP0E04280		SPGP0R02540; SPGP0E04280	
XP_018219837.1; XP_018223543.1	XP_018219837.1; XP_018223543.1		
YDR531W; XP_018224046.1	XP_018224046.1		YDR531W
YDR528W; XP_018224043.1	XP_018224043.1		YDR528W
YDR524C; XP_018224039.1	XP_018224039.1		YDR524C
YDR522C; XP_018224037.1	XP_018224037.1		YDR522C
YDR516C; XP_018224034.1	XP_018224034.1		YDR516C
YDR508C; XP_018224027.1; YCL025C; XP_018223360.1	XP_018224027.1; XP_018223360.1		YDR508C; YCL025C
YDR507C; XP_018224026.1	XP_018224026.1		YDR507C
YDR506C; YHR145C			YDR506C; YHR145C
YDR505C; XP_018224024.1	XP_018224024.1		YDR505C
YDR502C; XP_018224022.1; YLR180W; XP_018220597.1	XP_018224022.1; XP_018220597.1		YDR502C; YLR180W
YDR500C; XP_018220601.1; SPGP0T02090	XP_018220601.1	SPGP0T02090	YDR500C
YDR499W; XP_018224019.1	XP_018224019.1		YDR499W
YDR497C; XP_018224017.1	XP_018224017.1		YDR497C
YDR496C; XP_018224016.1	XP_018224016.1		YDR496C
YDR495C; XP_018224015.1	XP_018224015.1		YDR495C
YDR490C; XP_018224011.1	XP_018224011.1		YDR490C
YDR487C; XP_018224008.1	XP_018224008.1		YDR487C
YDR485C; XP_018224006.1	XP_018224006.1		YDR485C
YDR484W; XP_018224005.1	XP_018224005.1		YDR484W
YDR481C; XP_018224002.1	XP_018224002.1		YDR481C
YDR477W; XP_018223998.1	XP_018223998.1		YDR477W
YDR472W; XP_018223994.1	XP_018223994.1		YDR472W
YDR471W; XP_018223993.1; SPGP0H00600; YHR010W	XP_018223993.1	SPGP0H00600	YDR471W; YHR010W
YDR468C; XP_018223990.1	XP_018223990.1		YDR468C
YDR466W; XP_018223989.1	XP_018223989.1		YDR466W
YDR465C; XP_018223988.1	XP_018223988.1		YDR465C
